date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:15:29	1719/1719	---M--	200	added ('OK')	image/gif	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=SR86kuDv1BWyKgKRjIem1l0LpYEa_DEOBuFDEAZ3h5P3stpWY0eFaf266C0XJi7BPG0VLOIcT8IqHB9gTHtqtTL7_0UpZI0dgYjm3hEjUgk4g5nZSzUoTJ73scikInzFzC_qq_JmterdKaEgqqUFL7-uG1IBETbHOc6RI2npVBBzNuQv0&t=636040235083572431	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/WebResourcedf72.gif	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=QGz0EVx6KnXd0XFNz6_h8xNXGaTBbw0tdFlEudQ7cm-OthWnn6Dm_5tU0MRnaGIhZBbRg9S7WqTpHMZa1xNtEI0ab6Kl1IPnRi5TjbKoJFbytbX9TFl44EGYy--GyfelKV3DXQ2&t=636040235083572431)
10:15:29	1421/1421	---M--	200	added ('OK')	image/gif	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=9_o5fx24O52Jn0z_0x09ZzJwblKv6RoSsUz9UPEMyvlwa9xZlnErWBBGY5mXSXqJ8QD6_gyhDyrS2i2FdAfQbgbL3DeTMcMR6pDAkz2U-X76425wW4D9Joap5ZpURzWNwZvpLtbzDIlyedyMdbCPMNUdmRA3Fd4dQ5qeAhFiUBS_XtVB0&t=636040235083572431	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/WebResource0a72.gif	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=QGz0EVx6KnXd0XFNz6_h8xNXGaTBbw0tdFlEudQ7cm-OthWnn6Dm_5tU0MRnaGIhZBbRg9S7WqTpHMZa1xNtEI0ab6Kl1IPnRi5TjbKoJFbytbX9TFl44EGYy--GyfelKV3DXQ2&t=636040235083572431)
10:15:29	2731/2731	---M--	200	added ('OK')	image/gif	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=veKBweXNoVeyvokkyw3K0bpNsKjI8kkHnVxNEIqIPDBy8oe_MLWPX5IxUNUYyQrqHYvB5AEuDvLFRaaLgmNN7sdlHs2NggeMMTcVxTe32E1ibumsgw83nuk3vHOR3bJslBhH_2E2AC8F3ixzZ7hIaqGNZMlvUWuQ2anuHcJOvusOq6NP0&t=636040235083572431	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/WebResourced319.gif	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=x4growm4tE1xfqgq7CUmVsUnI-CbXa2N-c2_fNRwnEpvDP0BV-wXVIwtg-UArpbb2CDL-uqyWHg0pIMI2IqW_DG9HsBwwwsOkPeV5QgKyY9Yh5O4O982ECGyV1iNUPf_9TfsdN6N5kUDZgz-JeRM7Yx1qwU1&t=636040235083572431)
10:15:30	340/340	---M--	200	added ('OK')	image/gif	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=fNi6ntcZ_SKAR5YNqxVhcFXLcGGezB_PXFuvqPhE9m7PEZ5pdr33CeaYOtnPAr5lqt1Md_OGORIO9oZnIHyeDEpOsxdCMDMsEXPv5ELZFfZeQqTO1Ecp_MhcG3waBsulYn9H6K9Zeu9lnYLznXVAzUeQqyo46sRyCacrafid4IpsCEbO0&t=636040235083572431	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/WebResource008b.gif	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=x4growm4tE1xfqgq7CUmVsUnI-CbXa2N-c2_fNRwnEpvDP0BV-wXVIwtg-UArpbb2CDL-uqyWHg0pIMI2IqW_DG9HsBwwwsOkPeV5QgKyY9Yh5O4O982ECGyV1iNUPf_9TfsdN6N5kUDZgz-JeRM7Yx1qwU1&t=636040235083572431)
10:15:30	3020/3020	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=Vm6E-NnVjQMYUxrjLyMWLeCuiQ36PdBS2ibaNMAptRqBIj0BbYkCa_gqkKRQTAxXv8VXbd1wBJqoMvlS1IL_mqib3JjNgR82q-Oj9LuQs6xr3_SW47x26fK3ClHaAH6_imqAqbaJX3neoKePnjeY1SBoNe999kQA0qxZadO6uy4gxgha0&t=636040235083572431	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/WebResource2b5f.png	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=x4growm4tE1xfqgq7CUmVsUnI-CbXa2N-c2_fNRwnEpvDP0BV-wXVIwtg-UArpbb2CDL-uqyWHg0pIMI2IqW_DG9HsBwwwsOkPeV5QgKyY9Yh5O4O982ECGyV1iNUPf_9TfsdN6N5kUDZgz-JeRM7Yx1qwU1&t=636040235083572431)
10:15:33	291/291	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=TnzAHG7RzQYsnUaxeNjqgrW8c8dVOJqYkAeB-gQRPKYjHUud7QwTo_OErw3nygizU9xQ5a2ZzNywMwoUHTLMF_VtfG7l0MtWTGwz4bcweBfz6mAV_Lp9ArHQSEYuy7vEGFJoUCgOa6iTfGy240hPZZ09JoIKCRkjvJV5YOTplmu_5LHy0&t=636040235083572431	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/WebResourcea448.png	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=x4growm4tE1xfqgq7CUmVsUnI-CbXa2N-c2_fNRwnEpvDP0BV-wXVIwtg-UArpbb2CDL-uqyWHg0pIMI2IqW_DG9HsBwwwsOkPeV5QgKyY9Yh5O4O982ECGyV1iNUPf_9TfsdN6N5kUDZgz-JeRM7Yx1qwU1&t=636040235083572431)
10:15:33	1971/1971	---M--	200	added ('OK')	image/gif	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=PvCJ5xo7643RCdHO9vJ8utmXJkCsq5X0TBynH4Jc1EFNOL0eokXf-PHchabRF-MV2pjrJfEAquVk4bDmbB33IR1AJnqlzqZQGhGIJxB4IkkH_x9Zh49vEKQWH7dfu-iIaG_sMnUTJ5y8w2JqE0uM0JO4BbuUbl4CaUAUWh5ZARTdubvO0&t=636040235083572431	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/WebResource2f2a.gif	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=x4growm4tE1xfqgq7CUmVsUnI-CbXa2N-c2_fNRwnEpvDP0BV-wXVIwtg-UArpbb2CDL-uqyWHg0pIMI2IqW_DG9HsBwwwsOkPeV5QgKyY9Yh5O4O982ECGyV1iNUPf_9TfsdN6N5kUDZgz-JeRM7Yx1qwU1&t=636040235083572431)
10:15:34	5375/5375	---M--	200	added ('OK')	image/gif	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=bNCE2rt8ebXsr_R057aOTNhUA4dD2-o_Bl_vPkvKc1oXaF_JgI0FMe1y6kE7En5Sd-RodMsVjUOlVPxvkfNmeetdO744sWjuVn4gLXo36zwi4RjmYDWqEkXU_Jx02ugkOB2tXDb04L70GMs0DgIbfBaDwgo1&t=636040235083572431	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/WebResourced2f4.gif	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=x4growm4tE1xfqgq7CUmVsUnI-CbXa2N-c2_fNRwnEpvDP0BV-wXVIwtg-UArpbb2CDL-uqyWHg0pIMI2IqW_DG9HsBwwwsOkPeV5QgKyY9Yh5O4O982ECGyV1iNUPf_9TfsdN6N5kUDZgz-JeRM7Yx1qwU1&t=636040235083572431)
10:15:34	1517/1517	---M--	200	added ('OK')	image/gif	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=WygGxP0zRGGFJ9-Rp0sp9PTVwq3sY3UwiW7hyHt4KfIzJT6cY2hJ_f4Nt5WBygUGTowHG6whnQ1bvSiyeDpIfJSTQ5PU83xoHZy27qFgJ8d_vMvCfW_vsD6LrjHJU7RvPNnlGHVQA-a9uMkL7BUzVW2ea_zBNDrGFSjy1xIr5-BrGVSy0&t=636040235083572431	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/WebResource1140.gif	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=x4growm4tE1xfqgq7CUmVsUnI-CbXa2N-c2_fNRwnEpvDP0BV-wXVIwtg-UArpbb2CDL-uqyWHg0pIMI2IqW_DG9HsBwwwsOkPeV5QgKyY9Yh5O4O982ECGyV1iNUPf_9TfsdN6N5kUDZgz-JeRM7Yx1qwU1&t=636040235083572431)
10:15:34	281/281	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=bpeQqJrYdJy6F4Uii82ZUoaIdSEO50WdZ_2REnQKZsAjE4w4XDGINzhjULm96h-jar4zdwK-GgrrptK0wExDj-o1Gu_O95Q2zodYN8Xf5-1Xjodqd3FB41zMFBGCumJ7Ii-kaB56jl_lLZUwD24O8n-ZFJD05HIU9uvyMYgy7Y0Ctg5D0&t=636040235083572431	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/WebResourceffb8.png	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=ytD-yNU6w7OB5aQbpzdcKJJ4smWyZMrK26w2o8npDQvDJ2icAgnw46NhWNMATnygLURPdF6r1twj4HqvCpovy2cbE23Jpa5bO0SD9RAs5_bYKKb1dSU8kaK__zLNU1OzkJIV0Q2&t=636040235083572431)
10:15:34	437/437	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=A3jY2HFSccKCwNn8A0xygeDtFE34Zfxa98XNWfaWGketVMTgmNs-4BXZFGc9fNhqNQPl2UAG91jctmn3ds1vCs-yfYAu0nGR8V2057on2XGB3korg4XR_PFuJZMpyeXlEjlBnQZeo18xWiz6Ynl2V9Itapr6LTvaxDD8lVtSEsFJiaYd0&t=636040235083572431	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/WebResourceae61.png	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=ytD-yNU6w7OB5aQbpzdcKJJ4smWyZMrK26w2o8npDQvDJ2icAgnw46NhWNMATnygLURPdF6r1twj4HqvCpovy2cbE23Jpa5bO0SD9RAs5_bYKKb1dSU8kaK__zLNU1OzkJIV0Q2&t=636040235083572431)
10:15:35	257/257	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=-cV5Q6oG74rRNdwks7BTOoLJkAUG8GEFEPV1Txnvvbb_7HV4V7b-xiyGbrMDTpFhj5rITh2DSgrMoj3L8tLZ24SICcHsgu9WCEs9xSxRMR19lB6_KlNfvtn8q05EHq7hhs4SjeMly6pLLbYQZVewIesNWQoYPxvB0H90ie6BXrljOiLw0&t=636040235083572431	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/WebResourced9b6.png	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=ytD-yNU6w7OB5aQbpzdcKJJ4smWyZMrK26w2o8npDQvDJ2icAgnw46NhWNMATnygLURPdF6r1twj4HqvCpovy2cbE23Jpa5bO0SD9RAs5_bYKKb1dSU8kaK__zLNU1OzkJIV0Q2&t=636040235083572431)
10:15:35	339/339	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Jul%202016%2009:18:28%20GMT	http://icsse2017.hcmute.edu.vn/WebResource.axd?d=J7aTouXiJZmIKBpGq5WJzLSLKt6x6fU8zojg3teDvORHTAevqevE-ETVR57vVHyKCNUJtVNovdjbYmREsBNP3xsDnLHH9vZz5Ay9_5NtNcdNcSjUftDtEgnl7Y66xya8E8qQHxGA5eHF2ZDscyMyJdjWM-HRYES3RiuJR5MaMpuUGt9w0&t=636040235083572431	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/WebResource6fae.png	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=ytD-yNU6w7OB5aQbpzdcKJJ4smWyZMrK26w2o8npDQvDJ2icAgnw46NhWNMATnygLURPdF6r1twj4HqvCpovy2cbE23Jpa5bO0SD9RAs5_bYKKb1dSU8kaK__zLNU1OzkJIV0Q2&t=636040235083572431)
10:15:35	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Mar%202017%2003:15:38%20GMT	http://icsse2017.hcmute.edu.vn/POST	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/POST.3c.delayed	(from http://icsse2017.hcmute.edu.vn/WebResource.axd?d=m-BGqXLvdmxbkGKJ0cdC31IEEQSwl8M48qzhTdLsvA4cQATMbLAUn5HThStArYaMS9SVdQ3Idd2S2XYrPm7fUFdO8YM1&t=635328605200000000)
10:15:36	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Mar%202017%2003:15:38%20GMT	http://icsse2017.hcmute.edu.vn/Firefox/	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Firefox/index.html	(from http://icsse2017.hcmute.edu.vn/Telerik.Web.UI.WebResource.axd?_TSM_HiddenField_=RadScriptManager1_TSM&compress=1&_TSM_CombinedScripts_=%3b%3bSystem.Web.Extensions%2c+Version%3d4.0.0.0%2c+Culture%3dneutral%2c+PublicKeyToken%3d31bf3856ad364e35%3aen-US%3a509f92a1-e5fd-464f-a450-13846a6c973b%3aea597d4b%3ab25378d2%3bTelerik.Web.UI%2c+Version%3d2011.1.315.35%2c+Culture%3dneutral%2c+PublicKeyToken%3d121fae78165ba3d4%3aen-US%3ae4ca4719-c559-4761-8501-9be20bbda1fe%3a16e4e7cd%3a874f8ea2%3af7645509%3a24ee1bba%3af46195d3%3a19620875%3a490a9d4e%3abd8f85e4%3ae330518b%3a1e771326%3ac8618e41)
10:15:36	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Mar%202017%2003:15:39%20GMT	http://icsse2017.hcmute.edu.vn/MicrosoftAjaxWebForms.js	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/MicrosoftAjaxWebForms.3d.delayed	(from http://icsse2017.hcmute.edu.vn/Telerik.Web.UI.WebResource.axd?_TSM_HiddenField_=RadScriptManager1_TSM&compress=1&_TSM_CombinedScripts_=%3b%3bSystem.Web.Extensions%2c+Version%3d4.0.0.0%2c+Culture%3dneutral%2c+PublicKeyToken%3d31bf3856ad364e35%3aen-US%3a509f92a1-e5fd-464f-a450-13846a6c973b%3aea597d4b%3ab25378d2%3bTelerik.Web.UI%2c+Version%3d2011.1.315.35%2c+Culture%3dneutral%2c+PublicKeyToken%3d121fae78165ba3d4%3aen-US%3ae4ca4719-c559-4761-8501-9be20bbda1fe%3a16e4e7cd%3a874f8ea2%3af7645509%3a24ee1bba%3af46195d3%3a19620875%3a490a9d4e%3abd8f85e4%3ae330518b%3a1e771326%3ac8618e41)
10:15:36	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Mar%202017%2003:15:39%20GMT	http://icsse2017.hcmute.edu.vn/AppleWebKit/	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/AppleWebKit/index.html	(from http://icsse2017.hcmute.edu.vn/Telerik.Web.UI.WebResource.axd?_TSM_HiddenField_=RadScriptManager1_TSM&compress=1&_TSM_CombinedScripts_=%3b%3bSystem.Web.Extensions%2c+Version%3d4.0.0.0%2c+Culture%3dneutral%2c+PublicKeyToken%3d31bf3856ad364e35%3aen-US%3a509f92a1-e5fd-464f-a450-13846a6c973b%3aea597d4b%3ab25378d2%3bTelerik.Web.UI%2c+Version%3d2011.1.315.35%2c+Culture%3dneutral%2c+PublicKeyToken%3d121fae78165ba3d4%3aen-US%3ae4ca4719-c559-4761-8501-9be20bbda1fe%3a16e4e7cd%3a874f8ea2%3af7645509%3a24ee1bba%3af46195d3%3a19620875%3a490a9d4e%3abd8f85e4%3ae330518b%3a1e771326%3ac8618e41)
10:15:36	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Mar%202017%2003:15:39%20GMT	http://icsse2017.hcmute.edu.vn/Opera/	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Opera/index.html	(from http://icsse2017.hcmute.edu.vn/Telerik.Web.UI.WebResource.axd?_TSM_HiddenField_=RadScriptManager1_TSM&compress=1&_TSM_CombinedScripts_=%3b%3bSystem.Web.Extensions%2c+Version%3d4.0.0.0%2c+Culture%3dneutral%2c+PublicKeyToken%3d31bf3856ad364e35%3aen-US%3a509f92a1-e5fd-464f-a450-13846a6c973b%3aea597d4b%3ab25378d2%3bTelerik.Web.UI%2c+Version%3d2011.1.315.35%2c+Culture%3dneutral%2c+PublicKeyToken%3d121fae78165ba3d4%3aen-US%3ae4ca4719-c559-4761-8501-9be20bbda1fe%3a16e4e7cd%3a874f8ea2%3af7645509%3a24ee1bba%3af46195d3%3a19620875%3a490a9d4e%3abd8f85e4%3ae330518b%3a1e771326%3ac8618e41)
10:15:37	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Mar%202017%2003:15:40%20GMT	http://icsse2017.hcmute.edu.vn/MicrosoftAjaxSerialization.js	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/MicrosoftAjaxSerialization.3e.delayed	(from http://icsse2017.hcmute.edu.vn/Telerik.Web.UI.WebResource.axd?_TSM_HiddenField_=RadScriptManager1_TSM&compress=1&_TSM_CombinedScripts_=%3b%3bSystem.Web.Extensions%2c+Version%3d4.0.0.0%2c+Culture%3dneutral%2c+PublicKeyToken%3d31bf3856ad364e35%3aen-US%3a509f92a1-e5fd-464f-a450-13846a6c973b%3aea597d4b%3ab25378d2%3bTelerik.Web.UI%2c+Version%3d2011.1.315.35%2c+Culture%3dneutral%2c+PublicKeyToken%3d121fae78165ba3d4%3aen-US%3ae4ca4719-c559-4761-8501-9be20bbda1fe%3a16e4e7cd%3a874f8ea2%3af7645509%3a24ee1bba%3af46195d3%3a19620875%3a490a9d4e%3abd8f85e4%3ae330518b%3a1e771326%3ac8618e41)
10:15:37	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Mar%202017%2003:15:40%20GMT	http://icsse2017.hcmute.edu.vn/MicrosoftAjaxNetwork.js	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/MicrosoftAjaxNetwork.3f.delayed	(from http://icsse2017.hcmute.edu.vn/Telerik.Web.UI.WebResource.axd?_TSM_HiddenField_=RadScriptManager1_TSM&compress=1&_TSM_CombinedScripts_=%3b%3bSystem.Web.Extensions%2c+Version%3d4.0.0.0%2c+Culture%3dneutral%2c+PublicKeyToken%3d31bf3856ad364e35%3aen-US%3a509f92a1-e5fd-464f-a450-13846a6c973b%3aea597d4b%3ab25378d2%3bTelerik.Web.UI%2c+Version%3d2011.1.315.35%2c+Culture%3dneutral%2c+PublicKeyToken%3d121fae78165ba3d4%3aen-US%3ae4ca4719-c559-4761-8501-9be20bbda1fe%3a16e4e7cd%3a874f8ea2%3af7645509%3a24ee1bba%3af46195d3%3a19620875%3a490a9d4e%3abd8f85e4%3ae330518b%3a1e771326%3ac8618e41)
10:15:38	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Mar%202017%2003:15:40%20GMT	http://icsse2017.hcmute.edu.vn/WebKit/	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/WebKit/index.html	(from http://icsse2017.hcmute.edu.vn/Telerik.Web.UI.WebResource.axd?_TSM_HiddenField_=RadScriptManager1_TSM&compress=1&_TSM_CombinedScripts_=%3b%3bSystem.Web.Extensions%2c+Version%3d4.0.0.0%2c+Culture%3dneutral%2c+PublicKeyToken%3d31bf3856ad364e35%3aen-US%3a509f92a1-e5fd-464f-a450-13846a6c973b%3aea597d4b%3ab25378d2%3bTelerik.Web.UI%2c+Version%3d2011.1.315.35%2c+Culture%3dneutral%2c+PublicKeyToken%3d121fae78165ba3d4%3aen-US%3ae4ca4719-c559-4761-8501-9be20bbda1fe%3a16e4e7cd%3a874f8ea2%3af7645509%3a24ee1bba%3af46195d3%3a19620875%3a490a9d4e%3abd8f85e4%3ae330518b%3a1e771326%3ac8618e41)
10:15:38	4845/4845	---M--	200	added ('OK')	application/x-javascript	date:Tue,%2021%20Mar%202017%2003:15:41%20GMT	http://icsse2017.hcmute.edu.vn/Services/ModuleProxy.asmx/jsdebug	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Services/ModuleProxy.asmx/jsdebug	(from http://icsse2017.hcmute.edu.vn/)
10:15:39	2926/2926	---M--	200	added ('OK')	image/png	etag:%22924580a590c2cf1:0%22	http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/bgsearch_phong.png	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/bgsearch_phong.png	(from http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/main.css)
10:15:39	3354/3354	---M--	200	added ('OK')	image/png	etag:%22d5e180a590c2cf1:0%22	http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/bt_search.png	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/bt_search.png	(from http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/main.css)
10:15:40	5759/5759	---M--	200	added ('OK')	image/png	etag:%22d2e4ae156dccf1:0%22	http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/bgtopic_phong.png	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/bgtopic_phong.png	(from http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/main.css)
10:15:41	5194/5194	---M--	200	added ('OK')	image/png	etag:%2258d5531ed5e2cf1:0%22	http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/HomePage/title_1.png	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Resources/ImagesPortal/HomePage/title_1.png	(from http://icsse2017.hcmute.edu.vn/CSS/mainPortlets.css)
10:15:41	11825/11825	---M--	200	added ('OK')	image/png	etag:%221fa3a8e156dccf1:0%22	http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/bgtopic_phong_blue.png	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/bgtopic_phong_blue.png	(from http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/main.css)
10:15:42	4888/4888	---M--	200	added ('OK')	image/png	etag:%224bb8321ed5e2cf1:0%22	http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/HomePage/title_3.png	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Resources/ImagesPortal/HomePage/title_3.png	(from http://icsse2017.hcmute.edu.vn/CSS/mainPortlets.css)
10:15:42	5804/5804	---M--	200	added ('OK')	image/png	etag:%224c15771ed5e2cf1:0%22	http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/HomePage/title_2.png	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Resources/ImagesPortal/HomePage/title_2.png	(from http://icsse2017.hcmute.edu.vn/CSS/mainPortlets.css)
10:15:43	98815/98815	---M--	200	added ('OK')	image/jpeg	etag:%22edbe7ea590c2cf1:0%22	http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/bg_mn_phong.jpg	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/bg_mn_phong.jpg	(from http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/PhongBan/main.css)
10:15:44	4703/4703	---M--	200	added ('OK')	image/png	etag:%22d4d3e31dd5e2cf1:0%22	http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/HomePage/title_4.png	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Resources/ImagesPortal/HomePage/title_4.png	(from http://icsse2017.hcmute.edu.vn/CSS/mainPortlets.css)
10:15:45	3472/3472	---M--	200	added ('OK')	image/png	etag:%22c42a18b779accf1:0%22	http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/HomePage/bg_img.png	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Resources/ImagesPortal/HomePage/bg_img.png	(from http://icsse2017.hcmute.edu.vn/CSS/mainPortlets.css)
10:15:45	2873/2873	---M--	200	added ('OK')	image/png	etag:%2291fa12b779accf1:0%22	http://icsse2017.hcmute.edu.vn/Resources/ImagesPortal/HomePage/arrow.png	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Resources/ImagesPortal/HomePage/arrow.png	(from http://icsse2017.hcmute.edu.vn/CSS/mainPortlets.css)
10:15:45	1737/1737	---M--	200	added ('OK')	image/gif	etag:%228ec5d72c6768d11:0%22	http://icsse2017.hcmute.edu.vn/Portlets/NivoSlider/CSS/themes/default/loading.gif	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Portlets/NivoSlider/CSS/themes/default/loading.gif	(from http://icsse2017.hcmute.edu.vn/Portlets/NivoSlider/CSS/themes/default/default.css)
10:15:46	1281/1281	---M--	200	added ('OK')	image/png	etag:%22be7fd32c6768d11:0%22	http://icsse2017.hcmute.edu.vn/Portlets/NivoSlider/CSS/themes/default/bullets.png	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Portlets/NivoSlider/CSS/themes/default/bullets.png	(from http://icsse2017.hcmute.edu.vn/Portlets/NivoSlider/CSS/themes/default/default.css)
10:15:46	824/824	---M--	200	added ('OK')	image/png	etag:%2298dd62c6768d11:0%22	http://icsse2017.hcmute.edu.vn/Portlets/NivoSlider/CSS/themes/default/arrows.png	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Portlets/NivoSlider/CSS/themes/default/arrows.png	(from http://icsse2017.hcmute.edu.vn/Portlets/NivoSlider/CSS/themes/default/default.css)
10:15:46	7594/7594	---M--	200	added ('OK')	image/png	etag:%22c975c52c6768d11:0%22	http://icsse2017.hcmute.edu.vn/Portlets/MenuRad/Menu/rmSprite.png	E:/PhanMemUngDung/MyWeb/WebApp/icsse2017.hcmute.edu.vn/Portlets/MenuRad/Menu/rmSprite.png	(from http://icsse2017.hcmute.edu.vn/Portlets/MenuRad/Menu.Green.css)
